Regiao - Sigla;Estado - Sigla;Municipio;Revenda;CNPJ da Revenda;Nome da Rua;Numero Rua;Complemento;Bairro;Cep;Produto;Data da Coleta;Valor de Venda;Quantidade compra;Valor de Compra;Unidade de Medida;Bandeira;Nota atendimento
NE;BA;SALVADOR;ABO POSTOS DE ABASTECIMENTO E SERVICOS LTDA; 63.274.351/0001-00;ESTRADA DO COQUEIRO GRANDE;2003;;CAJAZEIRAS;41342-315;ETANOL;01/01/2022;5,33;500;5,69;R$ / litro;VIBRA ENERGIA;5
NE;BA;SALVADOR;ABO POSTOS DE ABASTECIMENTO E SERVICOS LTDA; 63.274.351/0001-00;ESTRADA DO COQUEIRO GRANDE;2003;;CAJAZEIRAS;41342-315;GASOLINA ADITIVADA;01/01/2022;6,65;500;7,29;R$ / litro;VIBRA ENERGIA;5
NE;BA;SALVADOR;ABO POSTOS DE ABASTECIMENTO E SERVICOS LTDA; 63.274.351/0001-00;ESTRADA DO COQUEIRO GRANDE;2003;;CAJAZEIRAS;41342-315;DIESEL S10;01/01/2022;5,73;500;5,77;R$ / litro;VIBRA ENERGIA;5
NE;BA;SALVADOR;POSTO PERNAMBUES COMBUSTIVEIS LTDA; 13.203.138/0001-30;RUA TOMAZ GONZAGA;246;;PERNAMBUES;41100-000;GASOLINA;01/01/2022;6,59;500;6,51;R$ / litro;RAIZEN;8
NE;BA;SALVADOR;POSTO PERNAMBUES COMBUSTIVEIS LTDA; 13.203.138/0001-30;RUA TOMAZ GONZAGA;246;;PERNAMBUES;41100-000;ETANOL;01/01/2022;5,67;500;5,25;R$ / litro;RAIZEN;8
NE;BA;SALVADOR;POSTO PERNAMBUES COMBUSTIVEIS LTDA; 13.203.138/0001-30;RUA TOMAZ GONZAGA;246;;PERNAMBUES;41100-000;GASOLINA ADITIVADA;01/01/2022;6,89;500;6,51;R$ / litro;RAIZEN;8
NE;BA;SALVADOR;POSTO PERNAMBUES COMBUSTIVEIS LTDA; 13.203.138/0001-30;RUA TOMAZ GONZAGA;246;;PERNAMBUES;41100-000;DIESEL S10;01/01/2022;5,79;500;6,98;R$ / litro;RAIZEN;8
NE;BA;SALVADOR;JMF - COMERCIO DE COMBUSTIVEIS LTDA; 04.524.416/0002-40;PRACA FRANCISCO MANOEL;19;;PERNAMBUES;41100-150;GASOLINA;01/01/2022;6,51;500;6,08;R$ / litro;BRANCA;5
NE;BA;SALVADOR;JMF - COMERCIO DE COMBUSTIVEIS LTDA; 04.524.416/0002-40;PRACA FRANCISCO MANOEL;19;;PERNAMBUES;41100-150;ETANOL;01/01/2022;5,29;500;7,08;R$ / litro;BRANCA;5
NE;BA;SALVADOR;JMF - COMERCIO DE COMBUSTIVEIS LTDA; 04.524.416/0002-40;PRACA FRANCISCO MANOEL;19;;PERNAMBUES;41100-150;GASOLINA ADITIVADA;01/01/2022;6,51;500;6,13;R$ / litro;BRANCA;5
NE;BA;SALVADOR;JMF - COMERCIO DE COMBUSTIVEIS LTDA; 04.524.416/0002-40;PRACA FRANCISCO MANOEL;19;;PERNAMBUES;41100-150;DIESEL S10;01/01/2022;5,75;500;6,87;R$ / litro;BRANCA;5
NE;BA;SALVADOR;POSTO DE COMBUSTIVEIS BEIRA MAR LTDA; 03.577.874/0001-02;AVENIDA AFRANIO PEIXOTO;5444;ALTO DO LUSO;PLATAFORMA;40717-140;GASOLINA;01/01/2022;6,51;500;5,99;R$ / litro;BRANCA;5
NE;BA;SALVADOR;POSTO DE COMBUSTIVEIS BEIRA MAR LTDA; 03.577.874/0001-02;AVENIDA AFRANIO PEIXOTO;5444;ALTO DO LUSO;PLATAFORMA;40717-140;ETANOL;01/01/2022;5,29;500;6,87;R$ / litro;BRANCA;5
NE;BA;SALVADOR;POSTO DE COMBUSTIVEIS BEIRA MAR LTDA; 03.577.874/0001-02;AVENIDA AFRANIO PEIXOTO;5444;ALTO DO LUSO;PLATAFORMA;40717-140;DIESEL S10;01/01/2022;5,43;500;5,99;R$ / litro;BRANCA;5
NE;BA;SALVADOR;WHL COMERCIAL LTDA.; 03.266.429/0001-13;LARGO LAPINHA;48;POSTO BR;LAPINHA;40325-220;GASOLINA;01/01/2022;6,55;500;6,97;R$ / litro;VIBRA ENERGIA;5
NE;BA;SALVADOR;WHL COMERCIAL LTDA.; 03.266.429/0001-13;LARGO LAPINHA;48;POSTO BR;LAPINHA;40325-220;ETANOL;01/01/2022;5,33;500;6,1;R$ / litro;VIBRA ENERGIA;5
NE;BA;SALVADOR;WHL COMERCIAL LTDA.; 03.266.429/0001-13;LARGO LAPINHA;48;POSTO BR;LAPINHA;40325-220;GASOLINA ADITIVADA;01/01/2022;6,65;500;6,07;R$ / litro;VIBRA ENERGIA;5
NE;BA;SALVADOR;ML COMÉRCIO  DE COMBUSTÍVEIS E SERVIÇOS LTDA.; 03.089.291/0001-24;RUA EDGAR SANTOS;530;;NARANDIBA;41150-000;GASOLINA;01/01/2022;6,47;500;4,95;R$ / litro;BRANCA;5
NE;BA;SALVADOR;ML COMÉRCIO  DE COMBUSTÍVEIS E SERVIÇOS LTDA.; 03.089.291/0001-24;RUA EDGAR SANTOS;530;;NARANDIBA;41150-000;ETANOL;01/01/2022;5,29;500;4,60;R$ / litro;BRANCA;5
NE;BA;SALVADOR;ML COMÉRCIO  DE COMBUSTÍVEIS E SERVIÇOS LTDA.; 03.089.291/0001-24;RUA EDGAR SANTOS;530;;NARANDIBA;41150-000;GASOLINA ADITIVADA;01/01/2022;6,47;500;3,40;R$ / litro;BRANCA;5
NE;BA;SALVADOR;ML COMÉRCIO  DE COMBUSTÍVEIS E SERVIÇOS LTDA.; 03.089.291/0001-24;RUA EDGAR SANTOS;530;;NARANDIBA;41150-000;DIESEL S10;01/01/2022;5,43;500;5,10;R$ / litro;BRANCA;5
NE;BA;SALVADOR;POSTO DE COMBUSTIVEIS NEVES LTDA; 00.861.323/0001-70;RUA SILVEIRA MARTINS;433;;CABULA;41150-000;GASOLINA;01/01/2022;6,59;500;4,60;R$ / litro;RAIZEN;8
NE;BA;SALVADOR;POSTO DE COMBUSTIVEIS NEVES LTDA; 00.861.323/0001-70;RUA SILVEIRA MARTINS;433;;CABULA;41150-000;ETANOL;01/01/2022;5,59;500;3,40;R$ / litro;RAIZEN;8
NE;BA;SALVADOR;POSTO DE COMBUSTIVEIS NEVES LTDA; 00.861.323/0001-70;RUA SILVEIRA MARTINS;433;;CABULA;41150-000;GASOLINA ADITIVADA;01/01/2022;6,89;500;5,10;R$ / litro;RAIZEN;8
NE;BA;SALVADOR;POSTO DE COMBUSTIVEIS NEVES LTDA; 00.861.323/0001-70;RUA SILVEIRA MARTINS;433;;CABULA;41150-000;DIESEL S10;01/01/2022;5,69;500;4,80;R$ / litro;RAIZEN;8
NE;CE;ITAPIPOCA;COMERCIAL ITAPIPOQUENSE DE COMBUSTIVEIS LTDA; 23.463.268/0005-99;AVENIDA ANASTACIO BRAGA;2000;;FAZENDINHA;62500-000;ETANOL;01/01/2022;5,97;500;4,95;R$ / litro;VIBRA ENERGIA;5
NE;CE;ITAPIPOCA;COMERCIAL ITAPIPOQUENSE DE COMBUSTIVEIS LTDA; 23.463.268/0005-99;AVENIDA ANASTACIO BRAGA;2000;;FAZENDINHA;62500-000;GASOLINA ADITIVADA;01/01/2022;7,13;500;4,60;R$ / litro;VIBRA ENERGIA;5
NE;CE;ITAPIPOCA;COMERCIAL ITAPIPOQUENSE DE COMBUSTIVEIS LTDA; 23.463.268/0005-99;AVENIDA ANASTACIO BRAGA;2000;;FAZENDINHA;62500-000;DIESEL S10;01/01/2022;6,1;500;3,40;R$ / litro;VIBRA ENERGIA;5
NE;CE;MARACANAU;BEZERRA & MENDES COMERCIAL DE PETRÓLEO LTDA.; 05.397.086/0001-51;RODOVIA MARANGUAPE - FORTALEZA - KM 06;S/N;;PARQUE LUZARDO VIANA;61910-000;GASOLINA;01/01/2022;6,77;500;5,10;R$ / litro;IPIRANGA;5
NE;CE;MARACANAU;BEZERRA & MENDES COMERCIAL DE PETRÓLEO LTDA.; 05.397.086/0001-51;RODOVIA MARANGUAPE - FORTALEZA - KM 06;S/N;;PARQUE LUZARDO VIANA;61910-000;ETANOL;01/01/2022;5,49;500;6,98;R$ / litro;IPIRANGA;5
NE;CE;MARACANAU;BEZERRA & MENDES COMERCIAL DE PETRÓLEO LTDA.; 05.397.086/0001-51;RODOVIA MARANGUAPE - FORTALEZA - KM 06;S/N;;PARQUE LUZARDO VIANA;61910-000;GASOLINA ADITIVADA;01/01/2022;6,97;500;6,51;R$ / litro;IPIRANGA;5
NE;CE;MARACANAU;BEZERRA & MENDES COMERCIAL DE PETRÓLEO LTDA.; 05.397.086/0001-51;RODOVIA MARANGUAPE - FORTALEZA - KM 06;S/N;;PARQUE LUZARDO VIANA;61910-000;DIESEL S10;01/01/2022;5,57;500;5,43;R$ / litro;IPIRANGA;5
NE;CE;MARACANAU;LUIZA GLAURIA R T MENEZES; 03.602.329/0001-10;ESTRADA FORTALEZA MARANGUAPE;S/N;;KAGADO;61901-410;GASOLINA;01/01/2022;6,47;500;6,54;R$ / litro;VIBRA ENERGIA;5
NE;CE;MARACANAU;LUIZA GLAURIA R T MENEZES; 03.602.329/0001-10;ESTRADA FORTALEZA MARANGUAPE;S/N;;KAGADO;61901-410;ETANOL;01/01/2022;5,37;500;5,29;R$ / litro;VIBRA ENERGIA;5
NE;CE;MARACANAU;LUIZA GLAURIA R T MENEZES; 03.602.329/0001-10;ESTRADA FORTALEZA MARANGUAPE;S/N;;KAGADO;61901-410;DIESEL S10;01/01/2022;5,37;500;5,49;R$ / litro;VIBRA ENERGIA;5
NE;CE;MARACANAU;POSTO BOTO LTDA; 03.020.995/0001-40;AVENIDA PADRE JOSE HOLANDA DO VALE;809;;PIRATININGA;61905-000;GASOLINA;01/01/2022;6,75;500;6,89;R$ / litro;RAIZEN;8
NE;CE;MARACANAU;POSTO BOTO LTDA; 03.020.995/0001-40;AVENIDA PADRE JOSE HOLANDA DO VALE;809;;PIRATININGA;61905-000;ETANOL;01/01/2022;5,29;500;5,29;R$ / litro;RAIZEN;8
NE;CE;MARACANAU;POSTO BOTO LTDA; 03.020.995/0001-40;AVENIDA PADRE JOSE HOLANDA DO VALE;809;;PIRATININGA;61905-000;GASOLINA ADITIVADA;01/01/2022;6,95;500;7,19;R$ / litro;RAIZEN;8
NE;CE;MARACANAU;POSTO BOTO LTDA; 03.020.995/0001-40;AVENIDA PADRE JOSE HOLANDA DO VALE;809;;PIRATININGA;61905-000;DIESEL S10;01/01/2022;5,37;500;5,67;R$ / litro;RAIZEN;8
NE;CE;MARACANAU;SILVEIRA PETROLEO LTDA; 02.349.905/0001-05;AVENIDA OSORIO DE PAIVA;8003;;SIQUEIRA II;61901-410;GASOLINA;01/01/2022;6,87;500;3,99;R$ / litro;BRANCA;5
NE;CE;MARACANAU;SILVEIRA PETROLEO LTDA; 02.349.905/0001-05;AVENIDA OSORIO DE PAIVA;8003;;SIQUEIRA II;61901-410;ETANOL;01/01/2022;5,79;500;6,55;R$ / litro;BRANCA;5
NE;CE;MARACANAU;SILVEIRA PETROLEO LTDA; 02.349.905/0001-05;AVENIDA OSORIO DE PAIVA;8003;;SIQUEIRA II;61901-410;GASOLINA ADITIVADA;01/01/2022;6,97;500;5,29;R$ / litro;BRANCA;5
NE;CE;MARACANAU;SILVEIRA PETROLEO LTDA; 02.349.905/0001-05;AVENIDA OSORIO DE PAIVA;8003;;SIQUEIRA II;61901-410;DIESEL S10;01/01/2022;5,69;500;6,59;R$ / litro;BRANCA;5
SE;ES;ARACRUZ;POSTO DE COMBUSTIVEL GOLFINHO LTDA; 08.052.109/0001-84;RODOVIA LUIZ THEODORO MUSSO;310;;DE CALI;29194-004;GASOLINA;01/01/2022;6,77;500;4,09;R$ / litro;BRANCA;5
SE;ES;ARACRUZ;POSTO DE COMBUSTIVEL GOLFINHO LTDA; 08.052.109/0001-84;RODOVIA LUIZ THEODORO MUSSO;310;;DE CALI;29194-004;ETANOL;01/01/2022;5,79;500;6,51;R$ / litro;BRANCA;5
SE;ES;ARACRUZ;POSTO DE COMBUSTIVEL GOLFINHO LTDA; 08.052.109/0001-84;RODOVIA LUIZ THEODORO MUSSO;310;;DE CALI;29194-004;DIESEL;01/01/2022;5,04;500;5,25;R$ / litro;BRANCA;5
SE;ES;ARACRUZ;POSTO DE COMBUSTIVEL GOLFINHO LTDA; 08.052.109/0001-84;RODOVIA LUIZ THEODORO MUSSO;310;;DE CALI;29194-004;GASOLINA ADITIVADA;01/01/2022;6,77;500;6,51;R$ / litro;BRANCA;5
SE;ES;ARACRUZ;POSTO DE COMBUSTIVEL GOLFINHO LTDA; 08.052.109/0001-84;RODOVIA LUIZ THEODORO MUSSO;310;;DE CALI;29194-004;DIESEL S10;01/01/2022;5,09;500;6,65;R$ / litro;BRANCA;5
SE;ES;ARACRUZ;POSTO SAUASSU LTDA; 03.160.763/0001-98;AVENIDA CORONEL VENANCIO FLORES;1400;;CENTRO;29190-010;GASOLINA;01/01/2022;6,77;500;5,65;R$ / litro;IPIRANGA;5
SE;ES;ARACRUZ;POSTO SAUASSU LTDA; 03.160.763/0001-98;AVENIDA CORONEL VENANCIO FLORES;1400;;CENTRO;29190-010;ETANOL;01/01/2022;5,79;500;6,75;R$ / litro;IPIRANGA;5
SE;ES;ARACRUZ;POSTO SAUASSU LTDA; 03.160.763/0001-98;AVENIDA CORONEL VENANCIO FLORES;1400;;CENTRO;29190-010;GASOLINA ADITIVADA;01/01/2022;6,87;500;5,79;R$ / litro;IPIRANGA;5
SE;ES;LINHARES;POSTO OURO NEGRO LTDA; 02.468.894/0002-55;AVENIDA SAMUEL BATISTA CRUZ;2312;;SHELL;29900-000;GASOLINA;01/01/2022;6,89;500;3,99;R$ / litro;VIBRA ENERGIA;5
SE;ES;LINHARES;POSTO OURO NEGRO LTDA; 02.468.894/0002-55;AVENIDA SAMUEL BATISTA CRUZ;2312;;SHELL;29900-000;GASOLINA ADITIVADA;01/01/2022;6,99;500;6,99;R$ / litro;VIBRA ENERGIA;5
SE;ES;LINHARES;POSTO OURO NEGRO LTDA; 02.468.894/0002-55;AVENIDA SAMUEL BATISTA CRUZ;2312;;SHELL;29900-000;DIESEL S10;01/01/2022;5,09;500;5,67;R$ / litro;VIBRA ENERGIA;5
SE;ES;LINHARES;DEL'SANTO & CIA LTDA; 28.502.409/0001-25;AVENIDA PREF SAMUEL BATISTA CRUZ;2801;;N SRA DA CONCEICAO;29900-517;GASOLINA;01/01/2022;6,79;500;5,69;R$ / litro;RAIZEN;8
SE;ES;LINHARES;DEL'SANTO & CIA LTDA; 28.502.409/0001-25;AVENIDA PREF SAMUEL BATISTA CRUZ;2801;;N SRA DA CONCEICAO;29900-517;ETANOL;01/01/2022;5,99;500;7,29;R$ / litro;RAIZEN;8
SE;ES;LINHARES;DEL'SANTO & CIA LTDA; 28.502.409/0001-25;AVENIDA PREF SAMUEL BATISTA CRUZ;2801;;N SRA DA CONCEICAO;29900-517;DIESEL;01/01/2022;5,09;500;5,77;R$ / litro;RAIZEN;8
SE;ES;LINHARES;DEL'SANTO & CIA LTDA; 28.502.409/0001-25;AVENIDA PREF SAMUEL BATISTA CRUZ;2801;;N SRA DA CONCEICAO;29900-517;GASOLINA ADITIVADA;01/01/2022;6,89;500;6,51;R$ / litro;RAIZEN;8
SE;ES;LINHARES;DEL'SANTO & CIA LTDA; 28.502.409/0001-25;AVENIDA PREF SAMUEL BATISTA CRUZ;2801;;N SRA DA CONCEICAO;29900-517;DIESEL S10;01/01/2022;5,19;500;5,25;R$ / litro;RAIZEN;8
SE;ES;LINHARES;POSTO OURO NEGRO LTDA; 02.468.894/0001-74;AVENIDA SAMUEL BATISTA CRUZ;2319;;COLINA;29901-401;GASOLINA;01/01/2022;6,89;500;6,51;R$ / litro;VIBRA ENERGIA;8
SE;ES;LINHARES;POSTO OURO NEGRO LTDA; 02.468.894/0001-74;AVENIDA SAMUEL BATISTA CRUZ;2319;;COLINA;29901-401;ETANOL;01/01/2022;6,39;500;6,98;R$ / litro;VIBRA ENERGIA;8
SE;ES;LINHARES;POSTO OURO NEGRO LTDA; 02.468.894/0001-74;AVENIDA SAMUEL BATISTA CRUZ;2319;;COLINA;29901-401;DIESEL;01/01/2022;4,99;500;6,08;R$ / litro;VIBRA ENERGIA;8
SE;ES;LINHARES;POSTO OURO NEGRO LTDA; 02.468.894/0001-74;AVENIDA SAMUEL BATISTA CRUZ;2319;;COLINA;29901-401;GASOLINA ADITIVADA;01/01/2022;6,99;500;7,08;R$ / litro;VIBRA ENERGIA;8
SE;ES;LINHARES;POSTO OURO NEGRO LTDA; 02.468.894/0001-74;AVENIDA SAMUEL BATISTA CRUZ;2319;;COLINA;29901-401;DIESEL S10;01/01/2022;5,09;500;6,13;R$ / litro;VIBRA ENERGIA;8
SE;ES;LINHARES;POSTO OURO NEGRO LTDA; 02.468.894/0001-74;AVENIDA SAMUEL BATISTA CRUZ;2319;;COLINA;29901-401;GNV;01/01/2022;4,88;500;6,87;R$ / m³;VIBRA ENERGIA;8
SE;ES;SERRA;MAKRO ATACADISTA S.A; 47.427.653/0067-41;RODOVIA BR 101 NORTE;S/N;KM 265+200M;CARAPINA;29176-798;GASOLINA;01/01/2022;6,52;500;5,99;R$ / litro;VIBRA ENERGIA;8
SE;ES;SERRA;MAKRO ATACADISTA S.A; 47.427.653/0067-41;RODOVIA BR 101 NORTE;S/N;KM 265+200M;CARAPINA;29176-798;ETANOL;01/01/2022;5,69;500;6,87;R$ / litro;VIBRA ENERGIA;8
SE;ES;SERRA;MAKRO ATACADISTA S.A; 47.427.653/0067-41;RODOVIA BR 101 NORTE;S/N;KM 265+200M;CARAPINA;29176-798;GASOLINA ADITIVADA;01/01/2022;6,59;500;5,99;R$ / litro;VIBRA ENERGIA;8
SE;ES;SERRA;MAKRO ATACADISTA S.A; 47.427.653/0067-41;RODOVIA BR 101 NORTE;S/N;KM 265+200M;CARAPINA;29176-798;DIESEL S10;01/01/2022;4,99;500;6,97;R$ / litro;VIBRA ENERGIA;8
SE;ES;SERRA;AUTO POSTO PESSOTTI & FONTES LTDA; 27.475.714/0001-02;RODOVIA BR 101;KM 265;;CARAPINA GRANDE;29160-042;GASOLINA;01/01/2022;6,59;500;6,1;R$ / litro;VIBRA ENERGIA;7
SE;ES;SERRA;AUTO POSTO PESSOTTI & FONTES LTDA; 27.475.714/0001-02;RODOVIA BR 101;KM 265;;CARAPINA GRANDE;29160-042;GASOLINA ADITIVADA;01/01/2022;6,69;500;6,07;R$ / litro;VIBRA ENERGIA;7
SE;ES;SERRA;AUTO POSTO PESSOTTI & FONTES LTDA; 27.475.714/0001-02;RODOVIA BR 101;KM 265;;CARAPINA GRANDE;29160-042;DIESEL S10;01/01/2022;5,24;500;4,95;R$ / litro;VIBRA ENERGIA;7
N;TO;ARAGUAINA;AUTO POSTO IPANEMA LTDA; 33.567.231/0002-11;AVENIDA CASTELO BRANCO;316;QD. 59, LT. 01;SAO JOAO;77805-110;GASOLINA;01/01/2022;6,89;500;4,60;R$ / litro;IPIRANGA;7
N;TO;ARAGUAINA;AUTO POSTO IPANEMA LTDA; 33.567.231/0002-11;AVENIDA CASTELO BRANCO;316;QD. 59, LT. 01;SAO JOAO;77805-110;ETANOL;01/01/2022;5,89;500;3,40;R$ / litro;IPIRANGA;7
N;TO;ARAGUAINA;AUTO POSTO IPANEMA LTDA; 33.567.231/0002-11;AVENIDA CASTELO BRANCO;316;QD. 59, LT. 01;SAO JOAO;77805-110;GASOLINA ADITIVADA;01/01/2022;6,99;500;5,10;R$ / litro;IPIRANGA;7
N;TO;ARAGUAINA;AUTO POSTO IPANEMA LTDA; 33.567.231/0002-11;AVENIDA CASTELO BRANCO;316;QD. 59, LT. 01;SAO JOAO;77805-110;DIESEL S10;01/01/2022;5,19;500;4,80;R$ / litro;IPIRANGA;7
N;TO;ARAGUAINA;BEATRIZ TEIXEIRA LACERDA CAMPOS; 02.991.502/0001-57;AVENIDA SANTOS DUMONT;535;CASA;SETOR RODOVIARIO;77818-010;GASOLINA;01/01/2022;6,94;500;4,95;R$ / litro;IPIRANGA;7
N;TO;ARAGUAINA;BEATRIZ TEIXEIRA LACERDA CAMPOS; 02.991.502/0001-57;AVENIDA SANTOS DUMONT;535;CASA;SETOR RODOVIARIO;77818-010;ETANOL;01/01/2022;5,95;500;4,60;R$ / litro;IPIRANGA;7
N;TO;ARAGUAINA;BEATRIZ TEIXEIRA LACERDA CAMPOS; 02.991.502/0001-57;AVENIDA SANTOS DUMONT;535;CASA;SETOR RODOVIARIO;77818-010;DIESEL;01/01/2022;5,23;500;3,40;R$ / litro;IPIRANGA;7
N;TO;ARAGUAINA;BEATRIZ TEIXEIRA LACERDA CAMPOS; 02.991.502/0001-57;AVENIDA SANTOS DUMONT;535;CASA;SETOR RODOVIARIO;77818-010;GASOLINA ADITIVADA;01/01/2022;6,96;500;5,10;R$ / litro;IPIRANGA;7
N;TO;ARAGUAINA;BEATRIZ TEIXEIRA LACERDA CAMPOS; 02.991.502/0001-57;AVENIDA SANTOS DUMONT;535;CASA;SETOR RODOVIARIO;77818-010;DIESEL S10;01/01/2022;5,23;500;4,60;R$ / litro;IPIRANGA;7
CO;GO;CALDAS NOVAS;AUTO POSTO DO TURISTA LTDA - ME; 02.279.387/0001-92;RUA PEDRO BRANCO DE SOUZA;7;QD. 11 LT. 06;CENTRO;75690-000;GASOLINA;01/01/2022;6,97;500;3,40;R$ / litro;IPIRANGA;3
CO;GO;CALDAS NOVAS;AUTO POSTO DO TURISTA LTDA - ME; 02.279.387/0001-92;RUA PEDRO BRANCO DE SOUZA;7;QD. 11 LT. 06;CENTRO;75690-000;ETANOL;01/01/2022;5,07;500;5,10;R$ / litro;IPIRANGA;3
CO;GO;CALDAS NOVAS;AUTO POSTO DO TURISTA LTDA - ME; 02.279.387/0001-92;RUA PEDRO BRANCO DE SOUZA;7;QD. 11 LT. 06;CENTRO;75690-000;GASOLINA ADITIVADA;01/01/2022;6,97;500;4,80;R$ / litro;IPIRANGA;3
CO;GO;ITUMBIARA;PEREIRA GUEDES E GUEDES LTDA; 01.768.738/0001-66;PRACA BANDEIRA;232;;CENTRO;75503-380;GASOLINA;01/01/2022;6,68;500;4,95;R$ / litro;BRANCA;3
CO;GO;ITUMBIARA;PEREIRA GUEDES E GUEDES LTDA; 01.768.738/0001-66;PRACA BANDEIRA;232;;CENTRO;75503-380;ETANOL;01/01/2022;4,95;500;4,60;R$ / litro;BRANCA;3
CO;GO;ITUMBIARA;PEREIRA GUEDES E GUEDES LTDA; 01.768.738/0001-66;PRACA BANDEIRA;232;;CENTRO;75503-380;GASOLINA ADITIVADA;01/01/2022;6,71;500;3,40;R$ / litro;BRANCA;3
CO;GO;ITUMBIARA;PEREIRA GUEDES E GUEDES LTDA; 01.768.738/0001-66;PRACA BANDEIRA;232;;CENTRO;75503-380;DIESEL S10;01/01/2022;5,59;500;5,10;R$ / litro;BRANCA;3
CO;GO;ITUMBIARA;AUTO POSTO KEOPS LTDA; 05.783.134/0001-40;AVENIDA CASTELO BRANCO;189;;SAO JOAO;75520-190;GASOLINA;01/01/2022;6,59;500;6,98;R$ / litro;BRANCA;3
CO;GO;ITUMBIARA;AUTO POSTO KEOPS LTDA; 05.783.134/0001-40;AVENIDA CASTELO BRANCO;189;;SAO JOAO;75520-190;ETANOL;01/01/2022;4,79;500;6,08;R$ / litro;BRANCA;3
CO;GO;ITUMBIARA;AUTO POSTO KEOPS LTDA; 05.783.134/0001-40;AVENIDA CASTELO BRANCO;189;;SAO JOAO;75520-190;DIESEL S10;01/01/2022;5,69;500;7,08;R$ / litro;BRANCA;3
CO;GO;ITUMBIARA;ALFA COMBUSTIVEIS LTDA; 05.730.166/0001-87;VIA EXPRESSA JULIO BORGES DE SOUZA;4320;;SANTA RITA;75522-130;GASOLINA;01/01/2022;7,29;1350;6,13;R$ / litro;RAIZEN;8
CO;GO;ITUMBIARA;ALFA COMBUSTIVEIS LTDA; 05.730.166/0001-87;VIA EXPRESSA JULIO BORGES DE SOUZA;4320;;SANTA RITA;75522-130;ETANOL;01/01/2022;5,56;1350;6,87;R$ / litro;RAIZEN;8
CO;GO;ITUMBIARA;ALFA COMBUSTIVEIS LTDA; 05.730.166/0001-87;VIA EXPRESSA JULIO BORGES DE SOUZA;4320;;SANTA RITA;75522-130;DIESEL;01/01/2022;5,49;1350;5,99;R$ / litro;RAIZEN;8
CO;GO;ITUMBIARA;ALFA COMBUSTIVEIS LTDA; 05.730.166/0001-87;VIA EXPRESSA JULIO BORGES DE SOUZA;4320;;SANTA RITA;75522-130;DIESEL S10;01/01/2022;5,54;1350;6,87;R$ / litro;RAIZEN;8
CO;GO;ITUMBIARA;R.B. COMBUSTIVEIS LTDA; 03.087.362/0001-50;AVENIDA OSVALDO CRUZ;470;;SETOR AFONSO PENA;75513-480;GASOLINA;01/01/2022;6,79;1350;5,99;R$ / litro;BRANCA;3
CO;GO;ITUMBIARA;R.B. COMBUSTIVEIS LTDA; 03.087.362/0001-50;AVENIDA OSVALDO CRUZ;470;;SETOR AFONSO PENA;75513-480;ETANOL;01/01/2022;5,04;1350;6,97;R$ / litro;BRANCA;3
CO;GO;ITUMBIARA;R.B. COMBUSTIVEIS LTDA; 03.087.362/0001-50;AVENIDA OSVALDO CRUZ;470;;SETOR AFONSO PENA;75513-480;DIESEL;01/01/2022;5,49;1350;6,1;R$ / litro;BRANCA;3
CO;GO;ITUMBIARA;R.B. COMBUSTIVEIS LTDA; 03.087.362/0001-50;AVENIDA OSVALDO CRUZ;470;;SETOR AFONSO PENA;75513-480;GASOLINA ADITIVADA;01/01/2022;6,79;1350;6,07;R$ / litro;BRANCA;3
CO;GO;ITUMBIARA;AUTO POSTO CABORNA LTDA; 25.101.213/0001-30;VIA EXP. MUCIO DE SOUZA REZENDE;4185;;SANTA RITA;75515-490;GASOLINA;01/01/2022;6,68;1350;4,95;R$ / litro;BRANCA;3
CO;GO;ITUMBIARA;AUTO POSTO CABORNA LTDA; 25.101.213/0001-30;VIA EXP. MUCIO DE SOUZA REZENDE;4185;;SANTA RITA;75515-490;ETANOL;01/01/2022;4,88;1350;4,60;R$ / litro;BRANCA;3
CO;GO;ITUMBIARA;AUTO POSTO CABORNA LTDA; 25.101.213/0001-30;VIA EXP. MUCIO DE SOUZA REZENDE;4185;;SANTA RITA;75515-490;DIESEL;01/01/2022;5,44;1350;3,40;R$ / litro;BRANCA;3
CO;GO;ITUMBIARA;AUTO POSTO CABORNA LTDA; 25.101.213/0001-30;VIA EXP. MUCIO DE SOUZA REZENDE;4185;;SANTA RITA;75515-490;DIESEL S10;01/01/2022;5,49;1350;5,10;R$ / litro;BRANCA;3
CO;GO;ITUMBIARA;VILELA E VILELA COMBUSTIVEIS LTDA; 02.442.372/0001-01;AVENIDA SANTOS DUMONT;220;;SANTOS DUMONT;75532-040;GASOLINA;01/01/2022;6,59;1350;4,60;R$ / litro;BRANCA;3
CO;GO;ITUMBIARA;VILELA E VILELA COMBUSTIVEIS LTDA; 02.442.372/0001-01;AVENIDA SANTOS DUMONT;220;;SANTOS DUMONT;75532-040;ETANOL;01/01/2022;4,79;1350;3,40;R$ / litro;BRANCA;3
CO;GO;ITUMBIARA;VILELA E VILELA COMBUSTIVEIS LTDA; 02.442.372/0001-01;AVENIDA SANTOS DUMONT;220;;SANTOS DUMONT;75532-040;DIESEL;01/01/2022;5,39;1350;5,10;R$ / litro;BRANCA;3
