Regiao - Sigla;Estado - Sigla;Municipio;Revenda;CNPJ da Revenda;Nome da Rua;Numero Rua;Complemento;Bairro;Cep;Produto;Data da Coleta;Valor de Venda;Quantidade compra;Valor de Compra;Unidade de Medida;Bandeira;Nota atendimento
SE;SP;DIADEMA;AUTO POSTO ALVARES CABRAL LTDA; 55.506.737/0001-72; ALVARES CABRAL;573; ;SERRARIA;09981-030;GASOLINA ADITIVADA;01/08/2022;6,39;1850;6,51;R$ / litro;BRANCA;8
SE;SP;DIADEMA;AUTO POSTO ALVARES CABRAL LTDA; 55.506.737/0001-72; ALVARES CABRAL;573; ;SERRARIA;09981-030;DIESEL S10;01/08/2022;5,39;1850;6,65;R$ / litro;BRANCA;8
SE;SP;DIADEMA;TURISMO POSTO DE SERVICOS LTDA; 44.383.321/0001-98;AVENIDA PRESIDENTE KENNEDY;800;;JARDIM PITANGUEIRAS;09913-000;GASOLINA;01/08/2022;6,29;1850;5,65;R$ / litro;RAIZEN;8
SE;SP;DIADEMA;TURISMO POSTO DE SERVICOS LTDA; 44.383.321/0001-98;AVENIDA PRESIDENTE KENNEDY;800;;JARDIM PITANGUEIRAS;09913-000;ETANOL;01/08/2022;4,89;1850;6,75;R$ / litro;RAIZEN;8
SE;SP;DIADEMA;TURISMO POSTO DE SERVICOS LTDA; 44.383.321/0001-98;AVENIDA PRESIDENTE KENNEDY;800;;JARDIM PITANGUEIRAS;09913-000;GASOLINA ADITIVADA;01/08/2022;6,59;1850;5,79;R$ / litro;RAIZEN;8
SE;SP;DIADEMA;TURISMO POSTO DE SERVICOS LTDA; 44.383.321/0001-98;AVENIDA PRESIDENTE KENNEDY;800;;JARDIM PITANGUEIRAS;09913-000;DIESEL S10;01/08/2022;5,39;1850;3,99;R$ / litro;RAIZEN;8
SE;SP;DIADEMA;AUTO POSTO MIKE LTDA EM RECUPERACAO JUDICIAL; 03.238.158/0001-92;AVENIDA ANTONIO PIRANGA;779;;CENTRO;09911-160;GASOLINA;01/08/2022;6,27;1850;6,99;R$ / litro;RAIZEN;8
SE;SP;DIADEMA;AUTO POSTO MIKE LTDA EM RECUPERACAO JUDICIAL; 03.238.158/0001-92;AVENIDA ANTONIO PIRANGA;779;;CENTRO;09911-160;ETANOL;01/08/2022;4,87;1850;5,67;R$ / litro;RAIZEN;8
SE;SP;DIADEMA;AUTO POSTO MIKE LTDA EM RECUPERACAO JUDICIAL; 03.238.158/0001-92;AVENIDA ANTONIO PIRANGA;779;;CENTRO;09911-160;GASOLINA ADITIVADA;01/08/2022;6,57;1850;5,69;R$ / litro;RAIZEN;8
SE;SP;EMBU DAS ARTES;POSTO URSA MENOR LTDA; 02.086.208/0001-09;AVENIDA ROTARY;2991;;PARQUE LUIZA;06816-100;GASOLINA;01/08/2022;6,49;1850;7,29;R$ / litro;VIBRA ENERGIA;8
SE;SP;EMBU DAS ARTES;POSTO URSA MENOR LTDA; 02.086.208/0001-09;AVENIDA ROTARY;2991;;PARQUE LUIZA;06816-100;ETANOL;01/08/2022;4,99;1850;5,77;R$ / litro;VIBRA ENERGIA;8
SE;SP;EMBU DAS ARTES;POSTO URSA MENOR LTDA; 02.086.208/0001-09;AVENIDA ROTARY;2991;;PARQUE LUIZA;06816-100;DIESEL;01/08/2022;5,49;1850;6,51;R$ / litro;VIBRA ENERGIA;10
SE;SP;EMBU DAS ARTES;POSTO URSA MENOR LTDA; 02.086.208/0001-09;AVENIDA ROTARY;2991;;PARQUE LUIZA;06816-100;GASOLINA ADITIVADA;01/08/2022;6,89;1850;5,25;R$ / litro;VIBRA ENERGIA;10
SE;SP;EMBU DAS ARTES;SERVICOS AUTOMOTIVOS REGIS LTDA; 55.099.832/0001-07;RODOVIA REGIS BITTENCOURT;2144;KM 282;PARQUE FRANCISCO RIZZO;06830-100;GASOLINA;01/08/2022;6,49;1850;6,51;R$ / litro;BRANCA;10
SE;SP;EMBU DAS ARTES;SERVICOS AUTOMOTIVOS REGIS LTDA; 55.099.832/0001-07;RODOVIA REGIS BITTENCOURT;2144;KM 282;PARQUE FRANCISCO RIZZO;06830-100;ETANOL;01/08/2022;4,99;1850;6,98;R$ / litro;BRANCA;10
SE;SP;EMBU DAS ARTES;SERVICOS AUTOMOTIVOS REGIS LTDA; 55.099.832/0001-07;RODOVIA REGIS BITTENCOURT;2144;KM 282;PARQUE FRANCISCO RIZZO;06830-100;GASOLINA ADITIVADA;01/08/2022;6,89;1850;6,08;R$ / litro;BRANCA;10
SE;SP;EMBU DAS ARTES;SERVICOS AUTOMOTIVOS REGIS LTDA; 55.099.832/0001-07;RODOVIA REGIS BITTENCOURT;2144;KM 282;PARQUE FRANCISCO RIZZO;06830-100;DIESEL S10;01/08/2022;6,39;1850;7,08;R$ / litro;BRANCA;10
SE;SP;HORTOLANDIA;AUTO POSTO BOAZ LTDA.; 09.479.076/0001-16;RUA ANTONIO FERNANDES LEITE;20;;JARDIM SANTA ISABEL;13183-000;GASOLINA;01/08/2022;6,19;1850;6,13;R$ / litro;BRANCA;10
SE;SP;HORTOLANDIA;AUTO POSTO BOAZ LTDA.; 09.479.076/0001-16;RUA ANTONIO FERNANDES LEITE;20;;JARDIM SANTA ISABEL;13183-000;ETANOL;01/08/2022;4,85;1850;6,87;R$ / litro;BRANCA;10
SE;SP;HORTOLANDIA;AUTO POSTO BOAZ LTDA.; 09.479.076/0001-16;RUA ANTONIO FERNANDES LEITE;20;;JARDIM SANTA ISABEL;13183-000;DIESEL;01/08/2022;5,17;1850;5,99;R$ / litro;BRANCA;10
SE;SP;HORTOLANDIA;AUTO POSTO BOAZ LTDA.; 09.479.076/0001-16;RUA ANTONIO FERNANDES LEITE;20;;JARDIM SANTA ISABEL;13183-000;GASOLINA ADITIVADA;01/08/2022;6,32;1850;6,87;R$ / litro;BRANCA;10
SE;SP;HORTOLANDIA;AUTO POSTO BOAZ LTDA.; 09.479.076/0001-16;RUA ANTONIO FERNANDES LEITE;20;;JARDIM SANTA ISABEL;13183-000;DIESEL S10;01/08/2022;5,27;1850;5,99;R$ / litro;BRANCA;10
SE;SP;HORTOLANDIA;COMERCIAL HEMAVI LTDA; 02.500.060/0001-07;AVENIDA JOSE AUGUSTO DE ARAUJO;76;;VILA REAL SANTISTA;13183-495;GASOLINA;01/08/2022;6,27;1850;6,97;R$ / litro;BRANCA;10
SE;SP;HORTOLANDIA;COMERCIAL HEMAVI LTDA; 02.500.060/0001-07;AVENIDA JOSE AUGUSTO DE ARAUJO;76;;VILA REAL SANTISTA;13183-495;ETANOL;01/08/2022;4,87;1850;6,1;R$ / litro;BRANCA;10
SE;SP;HORTOLANDIA;COMERCIAL HEMAVI LTDA; 02.500.060/0001-07;AVENIDA JOSE AUGUSTO DE ARAUJO;76;;VILA REAL SANTISTA;13183-495;DIESEL;01/08/2022;4,97;1850;6,07;R$ / litro;BRANCA;10
SE;SP;HORTOLANDIA;COMERCIAL HEMAVI LTDA; 02.500.060/0001-07;AVENIDA JOSE AUGUSTO DE ARAUJO;76;;VILA REAL SANTISTA;13183-495;DIESEL S10;01/08/2022;4,99;1850;4,95;R$ / litro;BRANCA;10
SE;SP;HORTOLANDIA;CENTRO COMERCIAL DE COMBUSTIVEIS HORTOLANDIA LTDA; 05.621.147/0001-12;AVENIDA ANHANGUERA;150;;VILA REAL;13187-000;GASOLINA;01/08/2022;5,99;1850;5,99;R$ / litro;BRANCA;10
SE;SP;HORTOLANDIA;CENTRO COMERCIAL DE COMBUSTIVEIS HORTOLANDIA LTDA; 05.621.147/0001-12;AVENIDA ANHANGUERA;150;;VILA REAL;13187-000;ETANOL;01/08/2022;4,69;1850;6,09;R$ / litro;BRANCA;10
SE;SP;HORTOLANDIA;CENTRO COMERCIAL DE COMBUSTIVEIS HORTOLANDIA LTDA; 05.621.147/0001-12;AVENIDA ANHANGUERA;150;;VILA REAL;13187-000;GASOLINA ADITIVADA;01/08/2022;6,59;1850;7,05;R$ / litro;BRANCA;10
SE;SP;HORTOLANDIA;CENTRO COMERCIAL DE COMBUSTIVEIS HORTOLANDIA LTDA; 05.621.147/0001-12;AVENIDA ANHANGUERA;150;;VILA REAL;13187-000;GNV;01/08/2022;4,41;1850;6,12;R$ / m³;BRANCA;10
SE;SP;HORTOLANDIA;CENTRO COMERCIAL DE COMBUSTIVEIS HORTOLANDIA LTDA; 05.621.147/0001-12;AVENIDA ANHANGUERA;150;;VILA REAL;13187-000;DIESEL S10;01/08/2022;5,16;1850;6,99;R$ / litro;BRANCA;10
SE;SP;HORTOLANDIA;AUTO POSTO CHACARAS DO COELHO LTDA; 02.848.260/0001-47;AVENIDA JOAO COELHO;32;;CHAC. FAZ. DO COELHO;13185-400;GASOLINA;01/08/2022;6,19;1850;6,12;R$ / litro;RAIZEN;10
SE;SP;HORTOLANDIA;AUTO POSTO CHACARAS DO COELHO LTDA; 02.848.260/0001-47;AVENIDA JOAO COELHO;32;;CHAC. FAZ. DO COELHO;13185-400;ETANOL;01/08/2022;4,89;1850;6,09;R$ / litro;RAIZEN;10
SE;SP;HORTOLANDIA;AUTO POSTO CHACARAS DO COELHO LTDA; 02.848.260/0001-47;AVENIDA JOAO COELHO;32;;CHAC. FAZ. DO COELHO;13185-400;DIESEL;01/08/2022;5,29;1850;7,05;R$ / litro;RAIZEN;10
SE;SP;HORTOLANDIA;AUTO POSTO CHACARAS DO COELHO LTDA; 02.848.260/0001-47;AVENIDA JOAO COELHO;32;;CHAC. FAZ. DO COELHO;13185-400;GASOLINA ADITIVADA;01/08/2022;6,39;1850;6,12;R$ / litro;RAIZEN;10
SE;SP;HORTOLANDIA;COMERCIAL APOLLO LTDA; 64.057.847/0001-95;RUA DOS ESTUDANTES;41;;JARDIM SANTA RITA;13186-220;GASOLINA;01/08/2022;6,29;1850;6,98;R$ / litro;VIBRA ENERGIA;10
SE;SP;HORTOLANDIA;COMERCIAL APOLLO LTDA; 64.057.847/0001-95;RUA DOS ESTUDANTES;41;;JARDIM SANTA RITA;13186-220;ETANOL;01/08/2022;4,89;1850;6,08;R$ / litro;VIBRA ENERGIA;10
SE;SP;HORTOLANDIA;COMERCIAL APOLLO LTDA; 64.057.847/0001-95;RUA DOS ESTUDANTES;41;;JARDIM SANTA RITA;13186-220;DIESEL;01/08/2022;5,29;1850;7,08;R$ / litro;VIBRA ENERGIA;10
SE;SP;HORTOLANDIA;COMERCIAL APOLLO LTDA; 64.057.847/0001-95;RUA DOS ESTUDANTES;41;;JARDIM SANTA RITA;13186-220;GASOLINA ADITIVADA;01/08/2022;6,39;1850;6,13;R$ / litro;VIBRA ENERGIA;10
SE;SP;HORTOLANDIA;COMERCIAL APOLLO LTDA; 64.057.847/0001-95;RUA DOS ESTUDANTES;41;;JARDIM SANTA RITA;13186-220;DIESEL S10;01/08/2022;5,39;1850;6,87;R$ / litro;VIBRA ENERGIA;10
SE;SP;HORTOLANDIA;AUTO POSTO REMANSO LTDA; 59.247.973/0001-72;RUA LUIZ  CAMILO DE CAMARGO;840;;REMANSO CAMPINEIRO;13184-420;GASOLINA;01/08/2022;6,29;1850;5,99;R$ / litro;IPIRANGA;10
SE;SP;HORTOLANDIA;AUTO POSTO REMANSO LTDA; 59.247.973/0001-72;RUA LUIZ  CAMILO DE CAMARGO;840;;REMANSO CAMPINEIRO;13184-420;ETANOL;01/08/2022;4,89;1850;6,87;R$ / litro;IPIRANGA;10
SE;SP;HORTOLANDIA;AUTO POSTO REMANSO LTDA; 59.247.973/0001-72;RUA LUIZ  CAMILO DE CAMARGO;840;;REMANSO CAMPINEIRO;13184-420;GASOLINA ADITIVADA;01/08/2022;6,39;1850;5,99;R$ / litro;IPIRANGA;10
SE;SP;HORTOLANDIA;AUTO POSTO REMANSO LTDA; 59.247.973/0001-72;RUA LUIZ  CAMILO DE CAMARGO;840;;REMANSO CAMPINEIRO;13184-420;GNV;01/08/2022;4,42;1850;6,97;R$ / m³;IPIRANGA;10
SE;SP;HORTOLANDIA;AUTO POSTO REMANSO LTDA; 59.247.973/0001-72;RUA LUIZ  CAMILO DE CAMARGO;840;;REMANSO CAMPINEIRO;13184-420;DIESEL S10;01/08/2022;5,19;1850;6,1;R$ / litro;IPIRANGA;10
SE;SP;HORTOLANDIA;AUTO POSTO CAMPINAS MONTE MOR LTDA; 57.228.561/0001-60;RUA MARG A EST. MUNICIPAL;S/N;KM 7;JD STA IZABEL;13187-000;GASOLINA;01/08/2022;6,29;1850;6,07;R$ / litro;IPIRANGA;10
SE;SP;HORTOLANDIA;AUTO POSTO CAMPINAS MONTE MOR LTDA; 57.228.561/0001-60;RUA MARG A EST. MUNICIPAL;S/N;KM 7;JD STA IZABEL;13187-000;ETANOL;01/08/2022;4,89;1850;6,99;R$ / litro;IPIRANGA;10
SE;SP;HORTOLANDIA;AUTO POSTO CAMPINAS MONTE MOR LTDA; 57.228.561/0001-60;RUA MARG A EST. MUNICIPAL;S/N;KM 7;JD STA IZABEL;13187-000;DIESEL;01/08/2022;5,19;1850;6,09;R$ / litro;IPIRANGA;10
SE;SP;HORTOLANDIA;AUTO POSTO CAMPINAS MONTE MOR LTDA; 57.228.561/0001-60;RUA MARG A EST. MUNICIPAL;S/N;KM 7;JD STA IZABEL;13187-000;GASOLINA ADITIVADA;01/08/2022;6,39;1850;6,69;R$ / litro;IPIRANGA;10
SE;SP;HORTOLANDIA;AUTO POSTO CAMPINAS MONTE MOR LTDA; 57.228.561/0001-60;RUA MARG A EST. MUNICIPAL;S/N;KM 7;JD STA IZABEL;13187-000;DIESEL S10;01/08/2022;5,29;1850;5,29;R$ / litro;IPIRANGA;10
SE;SP;HORTOLANDIA;JONELLUS AUTO POSTO LTDA.; 02.129.098/0001-07;RUA ANTONIO FERNANDES LEITE;756;;NUCLEO SANTA IZABEL;13185-230;GASOLINA;01/08/2022;6,19;1850;5,49;R$ / litro;BRANCA;10
SE;SP;HORTOLANDIA;JONELLUS AUTO POSTO LTDA.; 02.129.098/0001-07;RUA ANTONIO FERNANDES LEITE;756;;NUCLEO SANTA IZABEL;13185-230;ETANOL;01/08/2022;4,85;1850;6,79;R$ / litro;BRANCA;10
SE;SP;HORTOLANDIA;JONELLUS AUTO POSTO LTDA.; 02.129.098/0001-07;RUA ANTONIO FERNANDES LEITE;756;;NUCLEO SANTA IZABEL;13185-230;DIESEL;01/08/2022;5,19;1850;5,59;R$ / litro;BRANCA;10
SE;SP;HORTOLANDIA;JONELLUS AUTO POSTO LTDA.; 02.129.098/0001-07;RUA ANTONIO FERNANDES LEITE;756;;NUCLEO SANTA IZABEL;13185-230;GASOLINA ADITIVADA;01/08/2022;6,25;1850;6,89;R$ / litro;BRANCA;10
SE;SP;HORTOLANDIA;JONELLUS AUTO POSTO LTDA.; 02.129.098/0001-07;RUA ANTONIO FERNANDES LEITE;756;;NUCLEO SANTA IZABEL;13185-230;DIESEL S10;01/08/2022;5,29;1850;5,99;R$ / litro;BRANCA;10
SE;SP;IBITINGA;AUTO POSTO 7 DE IBITINGA LTDA; 04.405.899/0001-83;AVENIDA ENGENHEIRO IVANIL FRANCESCHINI;3760;;JARDIM MARGARIDA;14940-000;GASOLINA;01/08/2022;6,49;1850;5,89;R$ / litro;VIBRA ENERGIA;10
SE;SP;IBITINGA;AUTO POSTO 7 DE IBITINGA LTDA; 04.405.899/0001-83;AVENIDA ENGENHEIRO IVANIL FRANCESCHINI;3760;;JARDIM MARGARIDA;14940-000;ETANOL;01/08/2022;4,89;1850;5,95;R$ / litro;VIBRA ENERGIA;10
SE;SP;IBITINGA;AUTO POSTO 7 DE IBITINGA LTDA; 04.405.899/0001-83;AVENIDA ENGENHEIRO IVANIL FRANCESCHINI;3760;;JARDIM MARGARIDA;14940-000;DIESEL;01/08/2022;5,39;1850;6,79;R$ / litro;VIBRA ENERGIA;10
SE;SP;IBITINGA;AUTO POSTO 7 DE IBITINGA LTDA; 04.405.899/0001-83;AVENIDA ENGENHEIRO IVANIL FRANCESCHINI;3760;;JARDIM MARGARIDA;14940-000;GASOLINA ADITIVADA;01/08/2022;6,59;1850;5,69;R$ / litro;VIBRA ENERGIA;10
SE;SP;IBITINGA;AUTO POSTO 7 DE IBITINGA LTDA; 04.405.899/0001-83;AVENIDA ENGENHEIRO IVANIL FRANCESCHINI;3760;;JARDIM MARGARIDA;14940-000;DIESEL S10;01/08/2022;5,49;1850;6,79;R$ / litro;VIBRA ENERGIA;10
SE;SP;IBITINGA;PETROIBI COMERCIO DE DERIVADOS DO PETROLEO LTDA; 48.027.908/0001-15;RUA SETE DE SETEMBRO;495;;;14940-000;GASOLINA;01/08/2022;6,36;1850;5,69;R$ / litro;BRANCA;10
SE;SP;IBITINGA;PETROIBI COMERCIO DE DERIVADOS DO PETROLEO LTDA; 48.027.908/0001-15;RUA SETE DE SETEMBRO;495;;;14940-000;ETANOL;01/08/2022;4,68;1850;6,89;R$ / litro;BRANCA;10
SE;SP;IBITINGA;PETROIBI COMERCIO DE DERIVADOS DO PETROLEO LTDA; 48.027.908/0001-15;RUA SETE DE SETEMBRO;495;;;14940-000;DIESEL S10;01/08/2022;5,19;1850;5,89;R$ / litro;BRANCA;10
SE;SP;IBITINGA;AUTO POSTO PAINEIRAS COMÉRCIO DE COMBUSTIVEIS LTDA; 03.014.793/0001-96;AVENIDA ENG. IVANIL FRANCESCHINI;8-330;;JARDIM DAS PAINEIRAS II;14940-000;GASOLINA;01/08/2022;6,36;1850;6,89;R$ / litro;BRANCA;10
SE;SP;IBITINGA;AUTO POSTO PAINEIRAS COMÉRCIO DE COMBUSTIVEIS LTDA; 03.014.793/0001-96;AVENIDA ENG. IVANIL FRANCESCHINI;8-330;;JARDIM DAS PAINEIRAS II;14940-000;ETANOL;01/08/2022;4,68;1850;5,89;R$ / litro;BRANCA;10
SE;SP;IBITINGA;AUTO POSTO PAINEIRAS COMÉRCIO DE COMBUSTIVEIS LTDA; 03.014.793/0001-96;AVENIDA ENG. IVANIL FRANCESCHINI;8-330;;JARDIM DAS PAINEIRAS II;14940-000;DIESEL;01/08/2022;5,09;1850;5,95;R$ / litro;BRANCA;10
SE;SP;IBITINGA;CIDACOM MERCANTIL DE COMBUSTIVEIS LTDA; 02.297.477/0001-06;RUA PRUDENTE DE MORAIS;345;;CENTRO;14940-000;GASOLINA;01/08/2022;6,54;1850;7,05;R$ / litro;BRANCA;10
SE;SP;IBITINGA;CIDACOM MERCANTIL DE COMBUSTIVEIS LTDA; 02.297.477/0001-06;RUA PRUDENTE DE MORAIS;345;;CENTRO;14940-000;ETANOL;01/08/2022;4,89;1850;5,77;R$ / litro;BRANCA;10
SE;SP;IBITINGA;CIDACOM MERCANTIL DE COMBUSTIVEIS LTDA; 02.297.477/0001-06;RUA PRUDENTE DE MORAIS;345;;CENTRO;14940-000;DIESEL;01/08/2022;5,39;1850;5,87;R$ / litro;BRANCA;10
SE;SP;IBITINGA;CIDACOM MERCANTIL DE COMBUSTIVEIS LTDA; 02.297.477/0001-06;RUA PRUDENTE DE MORAIS;345;;CENTRO;14940-000;GASOLINA ADITIVADA;01/08/2022;6,69;1850;7,05;R$ / litro;BRANCA;10
SE;SP;IBITINGA;CIDACOM MERCANTIL DE COMBUSTIVEIS LTDA; 02.297.477/0001-06;RUA PRUDENTE DE MORAIS;345;;CENTRO;14940-000;DIESEL S10;01/08/2022;5,49;1850;5,97;R$ / litro;BRANCA;10
SE;SP;IBITINGA;MARCO AUTO POSTO DE IBITINGA LTDA; 01.202.568/0001-58;ACESSO VEREADOR MANOEL ALVES LOPES;S/N;KM 1,2;NAÇÕES UNIDAS;14940-000;GASOLINA;01/08/2022;6,59;1850;6,55;R$ / litro;BRANCA;10
SE;SP;IBITINGA;MARCO AUTO POSTO DE IBITINGA LTDA; 01.202.568/0001-58;ACESSO VEREADOR MANOEL ALVES LOPES;S/N;KM 1,2;NAÇÕES UNIDAS;14940-000;ETANOL;01/08/2022;4,99;1850;5,29;R$ / litro;BRANCA;10
SE;SP;IBITINGA;MARCO AUTO POSTO DE IBITINGA LTDA; 01.202.568/0001-58;ACESSO VEREADOR MANOEL ALVES LOPES;S/N;KM 1,2;NAÇÕES UNIDAS;14940-000;DIESEL;01/08/2022;5,39;1850;6,85;R$ / litro;BRANCA;10
SE;SP;MARILIA;AUTO POSTO CRISTAL DE MARILIA LTDA; 05.944.364/0001-43;AVENIDA TIRADENTES;1100;;FRAGATA;17519-000;GASOLINA;01/08/2022;6,19;1850;5,69;R$ / litro;IPIRANGA;10
SE;SP;MARILIA;AUTO POSTO CRISTAL DE MARILIA LTDA; 05.944.364/0001-43;AVENIDA TIRADENTES;1100;;FRAGATA;17519-000;ETANOL;01/08/2022;4,99;1850;6,47;R$ / litro;IPIRANGA;10
SE;SP;MARILIA;AUTO POSTO CRISTAL DE MARILIA LTDA; 05.944.364/0001-43;AVENIDA TIRADENTES;1100;;FRAGATA;17519-000;DIESEL;01/08/2022;5,35;1850;5,29;R$ / litro;IPIRANGA;10
SE;SP;MARILIA;AUTO POSTO CRISTAL DE MARILIA LTDA; 05.944.364/0001-43;AVENIDA TIRADENTES;1100;;FRAGATA;17519-000;GASOLINA ADITIVADA;01/08/2022;6,29;1850;6,47;R$ / litro;IPIRANGA;10
SE;SP;MARILIA;ZURANO AUTO POSTO LTDA; 05.492.740/0001-06;RUA BENEDITO ALVES DELFINO;1400;;ADOLPHO BIM;17512-043;GASOLINA;01/08/2022;6,39;1850;6,51;R$ / litro;RAIZEN;10
SE;SP;MARILIA;ZURANO AUTO POSTO LTDA; 05.492.740/0001-06;RUA BENEDITO ALVES DELFINO;1400;;ADOLPHO BIM;17512-043;ETANOL;01/08/2022;4,99;1850;5,29;R$ / litro;RAIZEN;10
SE;SP;MARILIA;ZURANO AUTO POSTO LTDA; 05.492.740/0001-06;RUA BENEDITO ALVES DELFINO;1400;;ADOLPHO BIM;17512-043;DIESEL;01/08/2022;5,42;1850;6,51;R$ / litro;RAIZEN;10
SE;SP;MARILIA;ZURANO AUTO POSTO LTDA; 05.492.740/0001-06;RUA BENEDITO ALVES DELFINO;1400;;ADOLPHO BIM;17512-043;GASOLINA ADITIVADA;01/08/2022;6,59;1850;5,39;R$ / litro;RAIZEN;10
SE;SP;MARILIA;ZURANO AUTO POSTO LTDA; 05.492.740/0001-06;RUA BENEDITO ALVES DELFINO;1400;;ADOLPHO BIM;17512-043;DIESEL S10;01/08/2022;5,49;1850;6,51;R$ / litro;RAIZEN;10
SE;SP;MARILIA;AUTO POSTO 130 LTDA; 03.688.838/0001-08;AVENIDA SANTO ANTONIO;3272;;JARDIM HERMINIO F. POLON;17507-050;GASOLINA;01/08/2022;6,29;1850;5,29;R$ / litro;BRANCA;10
SE;SP;MARILIA;AUTO POSTO 130 LTDA; 03.688.838/0001-08;AVENIDA SANTO ANTONIO;3272;;JARDIM HERMINIO F. POLON;17507-050;ETANOL;01/08/2022;4,95;1850;6,51;R$ / litro;BRANCA;10
SE;SP;MARILIA;AUTO POSTO 130 LTDA; 03.688.838/0001-08;AVENIDA SANTO ANTONIO;3272;;JARDIM HERMINIO F. POLON;17507-050;DIESEL;01/08/2022;5,32;1850;5,43;R$ / litro;BRANCA;10
SE;SP;MARILIA;AUTO POSTO 130 LTDA; 03.688.838/0001-08;AVENIDA SANTO ANTONIO;3272;;JARDIM HERMINIO F. POLON;17507-050;GASOLINA ADITIVADA;01/08/2022;6,29;1850;6,54;R$ / litro;BRANCA;10
SE;SP;MARILIA;AUTO POSTO 130 LTDA; 03.688.838/0001-08;AVENIDA SANTO ANTONIO;3272;;JARDIM HERMINIO F. POLON;17507-050;DIESEL S10;01/08/2022;5,36;1850;5,29;R$ / litro;BRANCA;10
SE;SP;MARILIA;AUTO POSTO AVENIDA LTDA; 71.475.230/0005-89;AVENIDA JOAO MARTINS COELHO;2164;;JD SANTA ANTONIETA;17512-310;GASOLINA;01/08/2022;6,15;1850;6,74;R$ / litro;BRANCA;10
SE;SP;MARILIA;AUTO POSTO AVENIDA LTDA; 71.475.230/0005-89;AVENIDA JOAO MARTINS COELHO;2164;;JD SANTA ANTONIETA;17512-310;ETANOL;01/08/2022;4,87;1850;5,49;R$ / litro;BRANCA;10
SE;SP;MARILIA;AUTO POSTO AVENIDA LTDA; 71.475.230/0005-89;AVENIDA JOAO MARTINS COELHO;2164;;JD SANTA ANTONIETA;17512-310;DIESEL S10;01/08/2022;5,19;1850;6,89;R$ / litro;BRANCA;10
SE;SP;MARILIA;AUTO POSTO GIGANTAO DE MARILIA LTDA; 56.145.469/0001-73;RODOVIA SP 333-KM 322,440MTS;SN;;RURAL;17500-970;GASOLINA;01/08/2022;6,49;1850;5,29;R$ / litro;VIBRA ENERGIA;10
SE;SP;MARILIA;AUTO POSTO GIGANTAO DE MARILIA LTDA; 56.145.469/0001-73;RODOVIA SP 333-KM 322,440MTS;SN;;RURAL;17500-970;ETANOL;01/08/2022;4,99;1850;7,19;R$ / litro;VIBRA ENERGIA;10
SE;SP;MARILIA;AUTO POSTO GIGANTAO DE MARILIA LTDA; 56.145.469/0001-73;RODOVIA SP 333-KM 322,440MTS;SN;;RURAL;17500-970;DIESEL;01/08/2022;5,57;1850;5,67;R$ / litro;VIBRA ENERGIA;10
SE;SP;MARILIA;AUTO POSTO GIGANTAO DE MARILIA LTDA; 56.145.469/0001-73;RODOVIA SP 333-KM 322,440MTS;SN;;RURAL;17500-970;DIESEL S10;01/08/2022;5,67;1850;3,99;R$ / litro;VIBRA ENERGIA;10
SE;SP;MARILIA;AUTO POSTO DE SERVICOS ESKINAO LIMITADA; 49.139.322/0001-05;RUA SAO LUIZ;1674;;CENTRO;17500-002;GASOLINA;01/08/2022;6,19;1850;6,55;R$ / litro;BRANCA;10
SE;SP;MARILIA;AUTO POSTO DE SERVICOS ESKINAO LIMITADA; 49.139.322/0001-05;RUA SAO LUIZ;1674;;CENTRO;17500-002;ETANOL;01/08/2022;4,87;1850;5,29;R$ / litro;BRANCA;10
SE;SP;MARILIA;AUTO POSTO DE SERVICOS ESKINAO LIMITADA; 49.139.322/0001-05;RUA SAO LUIZ;1674;;CENTRO;17500-002;DIESEL S10;01/08/2022;5,23;1850;6,59;R$ / litro;BRANCA;10
SE;SP;MARILIA;POSTO E RESTAURANTE BR-153 DE MARILIA LTDA; 44.471.498/0001-46;AVENIDA JOCKEI CLUBE;442;;JARDIM VISTA ALEGRE;17521-450;GASOLINA;01/08/2022;6,37;1850;4,09;R$ / litro;IPIRANGA;10
SE;SP;MARILIA;POSTO E RESTAURANTE BR-153 DE MARILIA LTDA; 44.471.498/0001-46;AVENIDA JOCKEI CLUBE;442;;JARDIM VISTA ALEGRE;17521-450;ETANOL;01/08/2022;4,98;1850;6,51;R$ / litro;IPIRANGA;10
SE;SP;MARILIA;POSTO E RESTAURANTE BR-153 DE MARILIA LTDA; 44.471.498/0001-46;AVENIDA JOCKEI CLUBE;442;;JARDIM VISTA ALEGRE;17521-450;DIESEL;01/08/2022;5,43;1850;5,25;R$ / litro;IPIRANGA;10
SE;SP;MARILIA;POSTO E RESTAURANTE BR-153 DE MARILIA LTDA; 44.471.498/0001-46;AVENIDA JOCKEI CLUBE;442;;JARDIM VISTA ALEGRE;17521-450;DIESEL S10;01/08/2022;5,49;1850;6,51;R$ / litro;IPIRANGA;10
SE;SP;MARILIA;POSTO E RESTAURANTE BR-153 DE MARILIA LTDA; 44.471.498/0002-27;AVENIDA JOCKEI CLUBE;415;;JOCKEI CLUBE;17521-450;GASOLINA;01/08/2022;6,37;1850;6,65;R$ / litro;IPIRANGA;10
SE;SP;MARILIA;POSTO E RESTAURANTE BR-153 DE MARILIA LTDA; 44.471.498/0002-27;AVENIDA JOCKEI CLUBE;415;;JOCKEI CLUBE;17521-450;ETANOL;01/08/2022;4,98;1850;5,65;R$ / litro;IPIRANGA;10
